football_data_name,transfermarkt_name,manager,trainer_id,trainer_slug,nationality,start_date,end_date
Istanbulspor,İstanbulspor,Fahrettin Sayhan,26663,fahrettin-sayhan,Türkiye,2013-08-16,2014-06-30
Istanbulspor,İstanbulspor,Hasan Saka,16909,hasan-saka,Türkiye,2013-03-20,2013-06-30
Istanbulspor,İstanbulspor,Tunahan Akdoğan,22840,tunahan-akdogan,Türkiye,2012-08-06,2013-03-19
Istanbulspor,İstanbulspor,Erdal Alpaslan,25912,erdal-alpaslan,Türkiye,2010-11-04,2012-06-30
Istanbulspor,İstanbulspor,Mehmet Hasan Al,111993,mehmet-hasan-al,Türkiye,2010-08-13,2010-11-04
Istanbulspor,İstanbulspor,Armağan Turhan,20968,armagan-turhan,Türkiye,2010-02-04,2010-06-30
Istanbulspor,İstanbulspor,Fahrudin Omerovic,1062,fahrudin-omerovic,Bosnia-Herzegovina,2009-10-07,2010-02-03
Istanbulspor,İstanbulspor,Erdal Alpaslan,25912,erdal-alpaslan,Türkiye,2009-03-26,2009-10-06
Istanbulspor,İstanbulspor,Naci Sensoy,21194,naci-sensoy,Kosovo,2008-11-13,2009-03-25
Istanbulspor,İstanbulspor,Engin Çalışır,37280,engin-calisir,Türkiye,2008-04-23,2008-11-13
Istanbulspor,İstanbulspor,Ali Ercan Ötünctemur,86411,ali-ercan-otunctemur,Türkiye,2008-02-21,2008-04-22
Istanbulspor,İstanbulspor,Tolgay Kerimoğlu,18919,tolgay-kerimoglu,Türkiye,2007-12-07,2008-02-21
Istanbulspor,İstanbulspor,Naci Sensoy,21194,naci-sensoy,Kosovo,2007-09-11,2007-12-05
Istanbulspor,İstanbulspor,Ulvi Güveneroğlu,5202,ulvi-guveneroglu,Türkiye,2007-07-01,2007-09-10
Istanbulspor,İstanbulspor,Fuat Yaman,5212,fuat-yaman,Türkiye,2007-04-19,2007-06-30
Istanbulspor,İstanbulspor,Alper Boğuşlu,2626,alper-boguslu,Türkiye,2007-04-19,2007-06-30
Istanbulspor,İstanbulspor,Ömer Can Göksu,21916,omer-can-goksu,Türkiye,2006-08-18,2007-04-19
Istanbulspor,İstanbulspor,Şaban Yıldırım,30992,saban-yildirim,Türkiye,2005-11-10,2006-06-30
Istanbulspor,İstanbulspor,Uğur Tütüneker,2492,ugur-tutuneker,Türkiye,2005-08-01,2005-11-10
Istanbulspor,İstanbulspor,Fahrudin Omerovic,1062,fahrudin-omerovic,Bosnia-Herzegovina,2005-04-20,2005-06-30
Istanbulspor,İstanbulspor,Ümit Erol Tok,5211,umit-erol-tok,Türkiye,2004-07-29,2005-04-22
Istanbulspor,İstanbulspor,Aykut Kocaman,1061,aykut-kocaman,Türkiye,2001-07-01,2004-06-30
Istanbulspor,İstanbulspor,Metin Türel,10484,metin-turel,Türkiye,2000-08-01,2001-06-30
Istanbulspor,İstanbulspor,Aykut Kocaman,1061,aykut-kocaman,Türkiye,2000-04-05,2000-08-01
Istanbulspor,İstanbulspor,Ziya Doğan,795,ziya-dogan,Türkiye,1999-08-04,2000-04-04
Istanbulspor,İstanbulspor,Safet Susic,2026,safet-susic,Bosnia-Herzegovina,1996-09-25,1999-06-30
Istanbulspor,İstanbulspor,Herbert Neumann,2324,herbert-neumann,Germany,1995-11-01,1996-08-31
Istanbulspor,İstanbulspor,Leo Beenhakker,2120,leo-beenhakker,Netherlands,1995-06-13,1995-10-18
Istanbulspor,İstanbulspor,Kadri Aytaç,61728,kadri-aytac,Türkiye,1994-07-25,1995-06-30
Istanbulspor,İstanbulspor,Ali Kemal Denizci,61063,ali-kemal-denizci,Türkiye,1994-01-05,1994-06-30
Istanbulspor,İstanbulspor,Adnan Dinçer,63332,adnan-dincer,Türkiye,1993-07-14,1994-02-21
Istanbulspor,İstanbulspor,Şenol Güneş,2332,senol-gunes,Türkiye,1992-10-17,1993-06-30
Istanbulspor,İstanbulspor,Davut Şahin,43356,davut-sahin,Türkiye,1991-06-01,1993-06-30
Istanbulspor,İstanbulspor,İsa Ertürk,85275,isa-erturk,Türkiye,1990-12-06,1991-06-30
Istanbulspor,İstanbulspor,Mustafa Yürür,85257,mustafa-yurur,Türkiye,1988-07-01,1989-11-10
Istanbulspor,İstanbulspor,Ergun Kantarcı,35026,ergun-kantarci,Türkiye,1986-07-01,1987-06-30
Istanbulspor,İstanbulspor,Çetin Noyan,85290,cetin-noyan,Türkiye,1984-07-01,1985-06-30
Istanbulspor,İstanbulspor,Mustafa Yürür,85257,mustafa-yurur,Türkiye,1979-07-01,1980-06-30
Istanbulspor,İstanbulspor,Sabahattin Kuruoğlu,141970,sabahattin-kuruoglu,Türkiye,1978-07-01,1979-12-30
Istanbulspor,İstanbulspor,Ziya Taner,72921,ziya-taner,Türkiye,1974-07-01,1975-06-30
Istanbulspor,İstanbulspor,Turgay Şeren,72598,turgay-seren,Türkiye,1973-02-16,1973-06-30
Istanbulspor,İstanbulspor,Ziya Taner,72921,ziya-taner,Türkiye,1966-07-01,1970-04-06
Istanbulspor,İstanbulspor,Aydemir Nemli,137767,aydemir-nemli,Türkiye,1966-02-15,1966-06-30
Istanbulspor,İstanbulspor,Ali Mortaş,112580,ali-mortas,Türkiye,1965-12-25,1966-01-17
Istanbulspor,İstanbulspor,Aydemir Nemli,137767,aydemir-nemli,Türkiye,1961-07-01,1963-01-11
Istanbulspor,İstanbulspor,Cihat Arman,32056,cihat-arman,Türkiye,1960-07-29,1961-06-30
Istanbulspor,İstanbulspor,Ziya Taner,72921,ziya-taner,Türkiye,1959-05-28,1960-06-30
Istanbulspor,İstanbulspor,Sabri Kiraz,31712,sabri-kiraz,Türkiye,1958-07-01,1959-06-30
Istanbulspor,İstanbulspor,Necdet Erdem,108944,necdet-erdem,Türkiye,1957-05-27,1957-11-26
Istanbulspor,İstanbulspor,Cihat Arman,32056,cihat-arman,Türkiye,1956-06-07,1957-04-26
Istanbulspor,İstanbulspor,Sabri Kiraz,31712,sabri-kiraz,Türkiye,1954-07-01,1956-06-05
Istanbulspor,İstanbulspor,Ali Mortaş,112580,ali-mortas,Türkiye,1948-10-05,1949-04-18
Istanbulspor,İstanbulspor,James McCrae,25513,james-mccrae,Scotland,1941-01-01,1942-06-30
Karabukspor,Kardemir Karabükspor,Nizamettin Set,101587,nizamettin-set,Türkiye,2022-02-25,2022-06-30
Karabukspor,Kardemir Karabükspor,Kerim Tasçı,99371,kerim-tasci,Türkiye,2021-12-09,2022-02-25
Karabukspor,Kardemir Karabükspor,Erol Kaplan,96513,erol-kaplan,Türkiye,2021-09-23,2021-12-06
Karabukspor,Kardemir Karabükspor,Atilla Türköz,96494,atilla-turkoz,Türkiye,2021-09-01,2021-09-21
Karabukspor,Kardemir Karabükspor,Ersin Büyüktepe,88920,ersin-buyuktepe,Türkiye,2021-01-25,2021-06-30
Karabukspor,Kardemir Karabükspor,Metin Karagülle,18120,metin-karagulle,Türkiye,2020-11-19,2021-01-07
Karabukspor,Kardemir Karabükspor,Mete Kahraman,74367,mete-kahraman,Türkiye,2020-09-12,2020-10-26
Karabukspor,Kardemir Karabükspor,Ali Kemal Yılmaz,31310,ali-kemal-yilmaz,Türkiye,2019-11-04,2020-08-03
Karabukspor,Kardemir Karabükspor,Ali Sunar,73980,ali-sunar,Türkiye,2019-10-08,2019-11-07
Karabukspor,Kardemir Karabükspor,İsmail Demirci,54777,ismail-demirci,Türkiye,2019-08-23,2019-10-08
Karabukspor,Kardemir Karabükspor,İlhan Özer,36771,ilhan-ozer,Türkiye,2019-03-15,2019-06-30
Karabukspor,Kardemir Karabükspor,Taner Öcal,26639,taner-ocal,Türkiye,2018-11-20,2019-03-15
Karabukspor,Kardemir Karabükspor,Levent Açıkgöz,30941,levent-acikgoz,Türkiye,2018-09-11,2018-11-16
Karabukspor,Kardemir Karabükspor,Fikret Yılmaz,19581,fikret-yilmaz,Türkiye,2018-07-01,2018-09-05
Karabukspor,Kardemir Karabükspor,Ünal Karaman,4776,unal-karaman,Türkiye,2018-03-22,2018-06-30
Karabukspor,Kardemir Karabükspor,Levent Açıkgöz,30941,levent-acikgoz,Türkiye,2017-12-15,2018-03-21
Karabukspor,Kardemir Karabükspor,Tony Popovic,20038,tony-popovic,Australia,2017-10-09,2017-12-15
Karabukspor,Kardemir Karabükspor,Erkan Sözeri,19095,erkan-sozeri,Türkiye,2017-07-01,2017-09-25
Karabukspor,Kardemir Karabükspor,Zoran Barisic,3773,zoran-barisic,Austria,2017-02-17,2017-06-05
Karabukspor,Kardemir Karabükspor,Igor Tudor,28632,igor-tudor,Croatia,2016-07-01,2017-02-14
Karabukspor,Kardemir Karabükspor,Yücel İldiz,5204,yucel-ildiz,Türkiye,2015-12-30,2016-06-30
Karabukspor,Kardemir Karabükspor,Elvir Baljic,12928,elvir-baljic,Bosnia-Herzegovina,2015-10-07,2015-12-21
Karabukspor,Kardemir Karabükspor,Hüseyin Kalpar,12053,huseyin-kalpar,Türkiye,2015-07-01,2015-09-30
Karabukspor,Kardemir Karabükspor,Yılmaz Vural,810,yilmaz-vural,Türkiye,2015-02-24,2015-06-30
Karabukspor,Kardemir Karabükspor,Tolunay Kafkas,5006,tolunay-kafkas,Türkiye,2013-07-08,2015-02-23
Karabukspor,Kardemir Karabükspor,Mesut Bakkal,784,mesut-bakkal,Türkiye,2012-11-06,2013-05-06
Karabukspor,Kardemir Karabükspor,Michael Skibbe,681,michael-skibbe,Germany,2012-06-20,2012-11-05
Karabukspor,Kardemir Karabükspor,Bülent Korkmaz,4176,bulent-korkmaz,Türkiye,2011-11-16,2012-06-30
Karabukspor,Kardemir Karabükspor,Yücel İldiz,5204,yucel-ildiz,Türkiye,2009-06-18,2011-11-16
Karabukspor,Kardemir Karabükspor,Hüsnü Özkara,2022,husnu-ozkara,Türkiye,2008-10-10,2009-06-30
Karabukspor,Kardemir Karabükspor,Turgut Uçar,2821,turgut-ucar,Türkiye,2008-07-01,2008-10-06
Karabukspor,Kardemir Karabükspor,Mustafa Çapanoğlu,8010,mustafa-capanoglu,Türkiye,2007-07-05,2008-06-30
Karabukspor,Kardemir Karabükspor,Erdoğan Yılmaz,13268,erdogan-yilmaz,Türkiye,2006-11-23,2007-06-25
Karabukspor,Kardemir Karabükspor,Ali Güneş,16987,ali-gunes,Türkiye,2005-11-24,2005-12-16
Karabukspor,Kardemir Karabükspor,İlyas Tüfekçi,10372,ilyas-tufekci,Türkiye,2005-04-05,2005-11-24
Karabukspor,Kardemir Karabükspor,Mehmet Kaya,13271,mehmet-kaya,Türkiye,2004-12-09,2005-04-04
Karabukspor,Kardemir Karabükspor,Celal Kıprızlı,19319,celal-kiprizli,Türkiye,2003-12-29,2004-05-24
Karabukspor,Kardemir Karabükspor,Semih Tokatlı,34347,semih-tokatli,Türkiye,2003-07-12,2003-12-22
Karabukspor,Kardemir Karabükspor,Fatih Eser,70017,fatih-eser,Türkiye,2003-03-04,2003-06-30
Karabukspor,Kardemir Karabükspor,Cüneyt Memişoğlu,91281,cuneyt-memisoglu,Türkiye,2002-02-01,2003-02-26
Karabukspor,Kardemir Karabükspor,Hasan Vezir,19289,hasan-vezir,Türkiye,2001-01-31,2002-01-28
Karabukspor,Kardemir Karabükspor,İsmail Kartal,6366,ismail-kartal,Türkiye,2000-11-16,2001-01-31
Karabukspor,Kardemir Karabükspor,Neshet Zhaveli,74259,neshet-zhaveli,Kosovo,2000-09-01,2000-10-18
Karabukspor,Kardemir Karabükspor,Hüseyin Özcan,27072,huseyin-ozcan,Türkiye,2000-08-31,2000-09-01
Karabukspor,Kardemir Karabükspor,Ali Kemal Denizci,61063,ali-kemal-denizci,Türkiye,2000-04-20,2000-08-31
Karabukspor,Kardemir Karabükspor,Ergun Kantarcı,35026,ergun-kantarci,Türkiye,1999-06-10,2000-04-18
Karabukspor,Kardemir Karabükspor,Neshet Zhaveli,74259,neshet-zhaveli,Kosovo,1999-03-22,1999-06-30
Karabukspor,Kardemir Karabükspor,Cihat Erbil,64743,cihat-erbil,Türkiye,1999-01-25,1999-03-22
Karabukspor,Kardemir Karabükspor,Orhan Yahya Yüce,73525,orhan-yahya-yuce,Türkiye,1998-09-24,1999-01-25
Karabukspor,Kardemir Karabükspor,Ahmet Akcan,4708,ahmet-akcan,Türkiye,1998-06-01,1998-09-21
Karabukspor,Kardemir Karabükspor,Nenad Bijedic,2609,nenad-bijedic,Bosnia-Herzegovina,1997-07-01,1998-06-30
Karabukspor,Kardemir Karabükspor,Giray Bulak,788,giray-bulak,Türkiye,1996-10-31,1997-06-30
Karabukspor,Kardemir Karabükspor,Zeynel Soyuer,10483,zeynel-soyuer,Türkiye,1996-06-03,1996-10-29
Karabukspor,Kardemir Karabükspor,Orhan Yahya Yüce,73525,orhan-yahya-yuce,Türkiye,1995-07-01,1996-06-30
Karabukspor,Kardemir Karabükspor,İsa Ertürk,85275,isa-erturk,Türkiye,1995-01-02,1995-06-30
Karabukspor,Kardemir Karabükspor,Mehmet Akif Başaran,5196,mehmet-akif-basaran,Türkiye,1994-07-01,1994-10-20
Karabukspor,Kardemir Karabükspor,İlyas Tüfekçi,10372,ilyas-tufekci,Türkiye,1994-01-17,1994-06-30
Karabukspor,Kardemir Karabükspor,Yüksel Aşkun,63640,yuksel-askun,Türkiye,1993-12-06,1994-01-13
Karabukspor,Kardemir Karabükspor,Ali Kemal Denizci,61063,ali-kemal-denizci,Türkiye,1992-07-01,1993-12-02
Karabukspor,Kardemir Karabükspor,Özhan Maraton,87434,ozhan-maraton,Türkiye,1992-01-07,1992-06-30
Karabukspor,Kardemir Karabükspor,Mehmet Başaygün,60781,mehmet-basaygun,Türkiye,1991-07-01,1992-01-07
Karabukspor,Kardemir Karabükspor,Özhan Maraton,87434,ozhan-maraton,Türkiye,1989-03-20,1991-06-30
Karabukspor,Kardemir Karabükspor,Mehmet Babalık,60122,mehmet-babalik,Türkiye,1986-07-01,1987-06-30
Karabukspor,Kardemir Karabükspor,Özhan Maraton,87434,ozhan-maraton,Türkiye,1986-03-23,1986-06-30
Karabukspor,Kardemir Karabükspor,Ergun Kantarcı,35026,ergun-kantarci,Türkiye,1984-07-01,1985-10-07
Karabukspor,Kardemir Karabükspor,Yüksel Aşkun,63640,yuksel-askun,Türkiye,1983-04-15,1984-09-24
Karabukspor,Kardemir Karabükspor,Özhan Maraton,87434,ozhan-maraton,Türkiye,1982-07-01,1982-10-18
Karabukspor,Kardemir Karabükspor,Yüksel Aşkun,63640,yuksel-askun,Türkiye,1979-07-01,1981-12-28
Karabukspor,Kardemir Karabükspor,Yüksel Aşkun,63640,yuksel-askun,Türkiye,1974-11-05,1975-03-17
Karabukspor,Kardemir Karabükspor,Yüksel Aşkun,63640,yuksel-askun,Türkiye,1973-01-01,1973-06-30
Karagumruk,Fatih Karagümrük,Aleksandar Stanojevic,4183,aleksandar-stanojevic,Serbia,2026-01-01,
Karagumruk,Fatih Karagümrük,Onur Can Korkmaz,138254,onur-can-korkmaz,Türkiye,2025-10-31,2025-12-23
Karagumruk,Fatih Karagümrük,Marcel Lička,46373,marcel-licka,Czech Republic,2025-07-01,2025-10-31
Karagumruk,Fatih Karagümrük,Onur Can Korkmaz,138254,onur-can-korkmaz,Türkiye,2025-04-22,2025-06-30
Karagumruk,Fatih Karagümrük,Orhan Ak,62361,orhan-ak,Türkiye,2025-01-17,2025-04-19
Karagumruk,Fatih Karagümrük,Onur Can Korkmaz,138254,onur-can-korkmaz,Türkiye,2025-01-07,2025-01-16
Karagumruk,Fatih Karagümrük,David Sassarini,41611,david-sassarini,Italy,2024-11-05,2025-01-06
Karagumruk,Fatih Karagümrük,Şenol Can,73765,senol-can,Türkiye,2024-07-01,2024-11-04
Karagumruk,Fatih Karagümrük,Tolunay Kafkas,5006,tolunay-kafkas,Türkiye,2024-03-13,2024-06-30
Karagumruk,Fatih Karagümrük,Shota Arveladze,7849,shota-arveladze,Georgia,2023-12-11,2024-03-10
Karagumruk,Fatih Karagümrük,Alparslan Erdem,105285,alparslan-erdem,Türkiye,2023-07-15,2023-12-11
Karagumruk,Fatih Karagümrük,Alparslan Erdem,105285,alparslan-erdem,Türkiye,2023-05-24,2023-07-15
Karagumruk,Fatih Karagümrük,Andrea Pirlo,62049,andrea-pirlo,Italy,2022-07-01,2023-05-24
Karagumruk,Fatih Karagümrük,Volkan Demirel,72485,volkan-demirel,Türkiye,2021-12-17,2022-06-30
Karagumruk,Fatih Karagümrük,Francesco Farioli,73923,francesco-farioli,Italy,2021-03-22,2021-12-16
Karagumruk,Fatih Karagümrük,Şenol Can,73765,senol-can,Türkiye,2020-07-02,2021-03-15
Karagumruk,Fatih Karagümrük,Ömer Erdoğan,41081,omer-erdogan,Türkiye,2020-01-17,2020-06-25
Karagumruk,Fatih Karagümrük,Giray Bulak,788,giray-bulak,Türkiye,2019-11-27,2019-12-28
Karagumruk,Fatih Karagümrük,Erkan Zengin,73764,erkan-zengin,Sweden,2019-10-16,2019-11-04
Karagumruk,Fatih Karagümrük,Cüneyt Dumlupınar,38778,cuneyt-dumlupinar,Türkiye,2019-03-21,2019-10-08
Karagumruk,Fatih Karagümrük,Bülent Yenihayat,49296,bulent-yenihayat,Türkiye,2018-12-29,2019-02-25
Karagumruk,Fatih Karagümrük,Cüneyt Dumlupınar,38778,cuneyt-dumlupinar,Türkiye,2018-10-05,2019-01-18
Karagumruk,Fatih Karagümrük,Yusuf Şimşek,19920,yusuf-simsek,Türkiye,2018-08-13,2018-10-01
Karagumruk,Fatih Karagümrük,Oktay Derelioğlu,56962,oktay-derelioglu,Türkiye,2018-07-05,2018-07-30
Karagumruk,Fatih Karagümrük,Bülent Yenihayat,49296,bulent-yenihayat,Türkiye,2017-10-24,2018-06-30
Karagumruk,Fatih Karagümrük,Ferruh Özgün,10364,ferruh-ozgun,Türkiye,2017-08-19,2017-10-23
Karagumruk,Fatih Karagümrük,Ercümend Coşkundere,8269,ercumend-coskundere,Türkiye,2016-12-27,2017-06-30
Karagumruk,Fatih Karagümrük,Bülent Yenihayat,49296,bulent-yenihayat,Türkiye,2016-07-01,2016-12-29
Karagumruk,Fatih Karagümrük,Ercümend Coşkundere,8269,ercumend-coskundere,Türkiye,2015-10-15,2016-06-30
Karagumruk,Fatih Karagümrük,Ferruh Özgün,10364,ferruh-ozgun,Türkiye,2014-11-14,2015-10-12
Karagumruk,Fatih Karagümrük,Nihat Balan,17964,nihat-balan,Türkiye,2014-07-08,2014-11-07
Karagumruk,Fatih Karagümrük,Tamer Avcı,31714,tamer-avci,Türkiye,2013-08-14,2013-09-30
Karagumruk,Fatih Karagümrük,Ercümend Coşkundere,8269,ercumend-coskundere,Türkiye,2012-09-07,2014-06-30
Karagumruk,Fatih Karagümrük,Şirin Berber,114447,sirin-berber,Türkiye,2010-12-10,2011-06-30
Karagumruk,Fatih Karagümrük,Timuçin Çuğ,136113,timucin-cug,Türkiye,2010-11-25,2010-12-10
Karagumruk,Fatih Karagümrük,Gökhan Baladin,103124,gokhan-baladin,Türkiye,2010-10-07,2010-11-25
Karagumruk,Fatih Karagümrük,Eser Pullu,118673,eser-pullu,Türkiye,2009-09-11,2009-12-31
Karagumruk,Fatih Karagümrük,Sedat Özbağ,20902,sedat-ozbag,Türkiye,2009-04-30,2009-06-30
Karagumruk,Fatih Karagümrük,Hayati Palancı,9589,hayati-palanci,Türkiye,2009-02-19,2009-03-13
Karagumruk,Fatih Karagümrük,Hayati Palancı,9589,hayati-palanci,Türkiye,2008-10-03,2008-12-29
Karagumruk,Fatih Karagümrük,Önder Karaveli,38319,onder-karaveli,Türkiye,2008-09-05,2008-09-29
Karagumruk,Fatih Karagümrük,Mustafa Serin,17969,mustafa-serin,Türkiye,2008-02-11,2008-03-18
Karagumruk,Fatih Karagümrük,Eser Pullu,118673,eser-pullu,Türkiye,2007-07-30,2007-09-04
Karagumruk,Fatih Karagümrük,Hayati Palancı,9589,hayati-palanci,Türkiye,2006-11-17,2007-11-29
Karagumruk,Fatih Karagümrük,Fahrettin Sayhan,26663,fahrettin-sayhan,Türkiye,2006-10-11,2006-11-17
Karagumruk,Fatih Karagümrük,Osman Gökhan,8013,osman-gokhan,Türkiye,2006-09-21,2006-10-06
Karagumruk,Fatih Karagümrük,Göksel Özdemir,42661,goksel-ozdemir,Türkiye,2006-08-03,2006-09-21
Karagumruk,Fatih Karagümrük,İsmail Ertekin,17012,ismail-ertekin,Türkiye,2006-01-17,2006-06-30
Karagumruk,Fatih Karagümrük,Mustafa Serin,17969,mustafa-serin,Türkiye,2005-08-10,2005-12-23
Karagumruk,Fatih Karagümrük,Alp Pehlivan,148582,alp-pehlivan,Türkiye,2005-03-08,2005-05-12
Karagumruk,Fatih Karagümrük,Kenan Gönen,31250,kenan-gonen,Türkiye,2004-12-03,2005-03-08
Karagumruk,Fatih Karagümrük,Alp Pehlivan,148582,alp-pehlivan,Türkiye,2003-08-29,2005-05-12
Karagumruk,Fatih Karagümrük,Armağan Turhan,20968,armagan-turhan,Türkiye,2003-08-22,2004-11-29
Karagumruk,Fatih Karagümrük,Mustafa Serin,17969,mustafa-serin,Türkiye,2003-01-25,2003-06-30
Karagumruk,Fatih Karagümrük,Abdülkerim Durmaz,19093,abdulkerim-durmaz,Türkiye,2001-10-09,2003-01-27
Karagumruk,Fatih Karagümrük,Fatih Uraz,136143,fatih-uraz,Türkiye,2001-07-06,2001-10-05
Karagumruk,Fatih Karagümrük,Tekin Yolaç,124353,tekin-yolac,Türkiye,2001-01-24,2001-06-30
Karagumruk,Fatih Karagümrük,Fikri Beşiroğlu,124343,fikri-besiroglu,Türkiye,1997-01-31,1997-06-30
Karagumruk,Fatih Karagümrük,Abdülkerim Durmaz,19093,abdulkerim-durmaz,Türkiye,1996-08-28,1997-01-31
Karagumruk,Fatih Karagümrük,Tuncay Soyak,31494,tuncay-soyak,Türkiye,1995-08-25,1995-11-10
Karagumruk,Fatih Karagümrük,Fikri Beşiroğlu,124343,fikri-besiroglu,Türkiye,1994-11-10,1995-06-30
Karagumruk,Fatih Karagümrük,Ercüment Dinçmen,154441,ercument-dincmen,Türkiye,1991-11-12,1992-06-30
Karagumruk,Fatih Karagümrük,Armağan Turhan,20968,armagan-turhan,Türkiye,1991-07-31,1991-10-15
Karagumruk,Fatih Karagümrük,Fikri Beşiroğlu,124343,fikri-besiroglu,Türkiye,1990-08-13,1991-06-30
Karagumruk,Fatih Karagümrük,Ercüment Dinçmen,154441,ercument-dincmen,Türkiye,1990-02-01,1990-06-30
Karagumruk,Fatih Karagümrük,Kamuran Yavuz,62729,kamuran-yavuz,Türkiye,1989-07-22,1990-01-10
Karagumruk,Fatih Karagümrük,Şükrü Ersoy,90259,sukru-ersoy,Türkiye,1987-11-15,1989-03-27
Karagumruk,Fatih Karagümrük,Fikri Beşiroğlu,124343,fikri-besiroglu,Türkiye,1984-07-01,1987-06-30
Karagumruk,Fatih Karagümrük,Metin Türel,10484,metin-turel,Türkiye,1983-11-01,1984-06-30
Karagumruk,Fatih Karagümrük,Ilie Datcu,108768,ilie-datcu,Romania,1982-07-01,1983-10-28
Karagumruk,Fatih Karagümrük,Şükrü Ersoy,90259,sukru-ersoy,Türkiye,1981-10-19,1982-04-23
Karagumruk,Fatih Karagümrük,Selahattin Torkal,131834,selahattin-torkal,Türkiye,1980-07-20,1981-06-30
Karagumruk,Fatih Karagümrük,Ziya Taner,72921,ziya-taner,Türkiye,1979-07-01,1980-06-30
Karagumruk,Fatih Karagümrük,Bülent Giz,136972,bulent-giz,Türkiye,1975-07-01,1976-06-30
Karagumruk,Fatih Karagümrük,Salim Çavunt,117114,salim-cavunt,Türkiye,1972-07-01,1973-12-20
Karagumruk,Fatih Karagümrük,Salim Çavunt,117114,salim-cavunt,Türkiye,1969-07-01,1970-06-30
Karagumruk,Fatih Karagümrük,Salim Çavunt,117114,salim-cavunt,Türkiye,1966-07-01,1967-07-24
Karagumruk,Fatih Karagümrük,Selahattin Torkal,131834,selahattin-torkal,Türkiye,1962-12-01,1963-06-30
Karagumruk,Fatih Karagümrük,Naci Özkaya,113698,naci-ozkaya,Türkiye,1962-11-04,1962-12-07
Karagumruk,Fatih Karagümrük,Recep Adanır,110880,recep-adanir,Türkiye,1962-07-25,1962-11-08
Karagumruk,Fatih Karagümrük,Bülent Eken,32874,bulent-eken,Türkiye,1961-07-01,1962-07-08
Karagumruk,Fatih Karagümrük,Cahit Candan,137267,cahit-candan,Türkiye,1961-04-18,1961-08-01
Karagumruk,Fatih Karagümrük,Niyazi Civelek,137268,niyazi-civelek,Türkiye,1961-04-06,1961-04-18
Karagumruk,Fatih Karagümrük,Halil Özyazıcı,108945,halil-ozyazici,Türkiye,1960-08-10,1961-04-06
Karagumruk,Fatih Karagümrük,Bülent Eken,32874,bulent-eken,Türkiye,1959-09-27,1960-08-01
Karagumruk,Fatih Karagümrük,László Székely,31016,laszlo-szekely,Hungary,1959-07-16,1959-09-27
Karagumruk,Fatih Karagümrük,Halil Özyazıcı,108945,halil-ozyazici,Türkiye,1958-07-12,1959-06-30
Kasimpasa,Kasımpaşa,Emre Belözoğlu,82796,emre-belozoglu,Türkiye,2025-12-05,
Kasimpasa,Kasımpaşa,Shota Arveladze,7849,shota-arveladze,Georgia,2025-07-07,2025-12-03
Kasimpasa,Kasımpaşa,Burak Yılmaz,117405,burak-yilmaz,Türkiye,2025-01-30,2025-06-30
Kasimpasa,Kasımpaşa,Hakan Keleş,64778,hakan-keles,Türkiye,2024-11-14,2025-01-28
Kasimpasa,Kasımpaşa,Sami Uğurlu,90166,sami-ugurlu,Türkiye,2023-11-29,2024-11-07
Kasimpasa,Kasımpaşa,Kemal Özdeş,3106,kemal-ozdes,Türkiye,2023-04-01,2023-11-29
Kasimpasa,Kasımpaşa,Selçuk İnan,83535,selcuk-inan,Türkiye,2022-11-22,2023-03-18
Kasimpasa,Kasımpaşa,Şenol Can,73765,senol-can,Türkiye,2022-08-18,2022-11-11
Kasimpasa,Kasımpaşa,Sami Uğurlu,90166,sami-ugurlu,Türkiye,2021-12-20,2022-08-16
Kasimpasa,Kasımpaşa,Hakan Kutlu,5471,hakan-kutlu,Türkiye,2021-10-28,2021-12-18
Kasimpasa,Kasımpaşa,Cihat Arslan,5540,cihat-arslan,Türkiye,2021-08-19,2021-10-27
Kasimpasa,Kasımpaşa,Şenol Can,73765,senol-can,Türkiye,2021-03-24,2021-08-15
Kasimpasa,Kasımpaşa,Fuat Çapa,2043,fuat-capa,Türkiye,2020-11-28,2021-03-22
Kasimpasa,Kasımpaşa,İrfan Buz,24256,irfan-buz,Germany,2020-11-16,2020-11-27
Kasimpasa,Kasımpaşa,Mehmet Altıparmak,5195,mehmet-altiparmak,Türkiye,2020-08-25,2020-11-04
Kasimpasa,Kasımpaşa,Fuat Çapa,2043,fuat-capa,Türkiye,2020-02-06,2020-07-27
Kasimpasa,Kasımpaşa,Tayfur Havutçu,7877,tayfur-havutcu,Türkiye,2019-12-04,2020-01-19
Kasimpasa,Kasımpaşa,Kemal Özdeş,3106,kemal-ozdes,Türkiye,2019-07-03,2019-12-02
Kasimpasa,Kasımpaşa,İlyas Öztürk,69805,ilyas-ozturk,Türkiye,2019-05-15,2019-05-27
Kasimpasa,Kasımpaşa,Mustafa Denizli,7875,mustafa-denizli,Türkiye,2018-10-04,2019-05-14
Kasimpasa,Kasımpaşa,Kemal Özdeş,3106,kemal-ozdes,Türkiye,2016-09-16,2018-10-02
Kasimpasa,Kasımpaşa,Rıza Çalımbay,789,riza-calimbay,Türkiye,2015-07-07,2016-09-16
Kasimpasa,Kasımpaşa,Önder Özen,7255,onder-ozen,Türkiye,2015-04-14,2015-06-29
Kasimpasa,Kasımpaşa,Shota Arveladze,7849,shota-arveladze,Georgia,2012-10-10,2015-03-18
