football_data_name,transfermarkt_name,manager,trainer_id,nationality,date_of_birth,start_date,end_date,age_at_appointment,experience_clubs_before,experience_years_before
Istanbulspor,İstanbulspor,Tunahan Akdoğan,22840,Türkiye,1967-10-19,2014-07-31,2014-10-28,46.8,10,11.9
Istanbulspor,İstanbulspor,Fahrettin Sayhan,26663,Türkiye,1969-08-01,2013-08-16,2014-06-30,44.0,0,
Istanbulspor,İstanbulspor,Hasan Saka,16909,Türkiye,1964-12-17,2013-03-20,2013-06-30,48.3,3,3.3
Istanbulspor,İstanbulspor,Tunahan Akdoğan,22840,Türkiye,1967-10-19,2012-08-06,2013-03-19,44.8,8,9.9
Istanbulspor,İstanbulspor,Erdal Alpaslan,25912,Türkiye,1966-04-19,2010-11-04,2012-06-30,44.5,7,7.2
Istanbulspor,İstanbulspor,Mehmet Hasan Al,111993,Türkiye,1964-10-05,2010-08-13,2010-11-04,45.9,3,18.1
Istanbulspor,İstanbulspor,Armağan Turhan,20968,Türkiye,,2010-02-04,2010-06-30,,0,
Istanbulspor,İstanbulspor,Fahrudin Omerovic,1062,Bosnia-Herzegovina,1961-08-26,2009-10-07,2010-02-03,48.1,8,11.3
Istanbulspor,İstanbulspor,Erdal Alpaslan,25912,Türkiye,1966-04-19,2009-03-26,2009-10-06,42.9,6,5.6
Istanbulspor,İstanbulspor,Naci Sensoy,21194,Kosovo,1958-07-01,2008-11-13,2009-03-25,50.4,0,
Istanbulspor,İstanbulspor,Engin Çalışır,37280,Türkiye,1972-10-30,2008-04-23,2008-11-13,35.5,0,
Istanbulspor,İstanbulspor,Ali Ercan Ötünctemur,86411,Türkiye,1956-02-08,2008-02-21,2008-04-22,52.0,12,26.6
Istanbulspor,İstanbulspor,Tolgay Kerimoğlu,18919,Türkiye,1963-01-13,2007-12-07,2008-02-21,44.9,0,
Istanbulspor,İstanbulspor,Naci Sensoy,21194,Kosovo,1958-07-01,2007-09-11,2007-12-05,49.2,0,
Istanbulspor,İstanbulspor,Ulvi Güveneroğlu,5202,Türkiye,,2007-07-01,2007-09-10,,0,
Istanbulspor,İstanbulspor,Fuat Yaman,5212,Türkiye,1958-12-05,2007-04-19,2007-06-30,48.4,8,12.4
Istanbulspor,İstanbulspor,Alper Boğuşlu,2626,Türkiye,,2007-04-19,2007-06-30,,0,
Istanbulspor,İstanbulspor,Ömer Can Göksu,21916,Türkiye,1968-10-21,2006-08-18,2007-04-19,37.8,3,5.8
Istanbulspor,İstanbulspor,Şaban Yıldırım,30992,Türkiye,1970-01-25,2005-11-10,2006-06-30,35.8,0,
Istanbulspor,İstanbulspor,Uğur Tütüneker,2492,Türkiye,1963-08-02,2005-08-01,2005-11-10,42.0,7,7.1
Istanbulspor,İstanbulspor,Fahrudin Omerovic,1062,Bosnia-Herzegovina,1961-08-26,2005-04-20,2005-06-30,43.6,1,6.8
Istanbulspor,İstanbulspor,Ümit Erol Tok,5211,Türkiye,1951-10-08,2004-07-29,2005-04-22,52.8,4,6.1
Istanbulspor,İstanbulspor,Aykut Kocaman,1061,Türkiye,1965-04-05,2001-07-01,2004-06-30,36.2,2,1.2
Istanbulspor,İstanbulspor,Metin Türel,10484,Türkiye,1937-09-13,2000-08-01,2001-06-30,62.9,19,31.4
Istanbulspor,İstanbulspor,Aykut Kocaman,1061,Türkiye,1965-04-05,2000-04-05,2000-08-01,35.0,0,0.0
Istanbulspor,İstanbulspor,Ziya Doğan,795,Türkiye,1961-01-01,1999-08-04,2000-04-04,38.6,4,6.1
Istanbulspor,İstanbulspor,Safet Susic,2026,Bosnia-Herzegovina,1955-04-13,1996-09-25,1999-06-30,41.5,1,2.2
Istanbulspor,İstanbulspor,Herbert Neumann,2324,Germany,1953-11-14,1995-11-01,1996-08-31,42.0,4,9.2
Istanbulspor,İstanbulspor,Leo Beenhakker,2120,Netherlands,1942-08-02,1995-06-13,1995-10-18,52.9,19,29.9
Istanbulspor,İstanbulspor,Kadri Aytaç,61728,Türkiye,1931-08-06,1994-07-25,1995-06-30,63.0,16,25.1
Istanbulspor,İstanbulspor,Ali Kemal Denizci,61063,Türkiye,1950-03-01,1994-01-05,1994-06-30,43.8,6,6.1
Istanbulspor,İstanbulspor,Adnan Dinçer,63332,Türkiye,,1993-07-14,1994-02-21,,0,
Istanbulspor,İstanbulspor,Şenol Güneş,2332,Türkiye,1952-06-01,1992-10-17,1993-06-30,40.4,4,6.6
Istanbulspor,İstanbulspor,Davut Şahin,43356,Türkiye,1949-02-12,1991-06-01,1993-06-30,42.3,5,9.9
Istanbulspor,İstanbulspor,İsa Ertürk,85275,Türkiye,1955-07-17,1990-12-06,1991-06-30,35.4,1,0.4
Istanbulspor,İstanbulspor,Mustafa Yürür,85257,Türkiye,1938-06-20,1988-07-01,1989-11-10,50.0,7,9.0
Istanbulspor,İstanbulspor,Ergun Kantarcı,35026,Türkiye,1946-11-01,1986-07-01,1987-06-30,39.7,3,7.0
Istanbulspor,İstanbulspor,Çetin Noyan,85290,Türkiye,1940-08-13,1984-07-01,1985-06-30,43.9,0,0.0
Istanbulspor,İstanbulspor,Mustafa Yürür,85257,Türkiye,1938-06-20,1979-07-01,1980-06-30,41.0,0,0.0
Istanbulspor,İstanbulspor,Sabahattin Kuruoğlu,141970,Türkiye,1937-07-01,1978-07-01,1979-12-30,41.0,2,3.0
Istanbulspor,İstanbulspor,Ziya Taner,72921,Türkiye,1924-04-03,1974-07-01,1975-06-30,50.2,10,16.0
Istanbulspor,İstanbulspor,Turgay Şeren,72598,Türkiye,1932-01-15,1973-02-16,1973-06-30,41.1,5,5.1
Istanbulspor,İstanbulspor,Ziya Taner,72921,Türkiye,1924-04-03,1966-07-01,1970-04-06,42.2,6,8.0
Istanbulspor,İstanbulspor,Aydemir Nemli,137767,Türkiye,1929-08-04,1966-02-15,1966-06-30,36.5,2,4.6
Istanbulspor,İstanbulspor,Ali Mortaş,112580,Türkiye,,1965-12-25,1966-01-17,,3,17.2
Istanbulspor,İstanbulspor,Aydemir Nemli,137767,Türkiye,1929-08-04,1961-07-01,1963-01-11,31.9,0,0.0
Istanbulspor,İstanbulspor,Cihat Arman,32056,Türkiye,1915-07-16,1960-07-29,1961-06-30,45.0,6,10.7
Istanbulspor,İstanbulspor,Ziya Taner,72921,Türkiye,1924-04-03,1959-05-28,1960-06-30,35.1,3,0.9
Istanbulspor,İstanbulspor,Sabri Kiraz,31712,Türkiye,1920-06-24,1958-07-01,1959-06-30,38.0,3,4.0
Istanbulspor,İstanbulspor,Necdet Erdem,108944,Türkiye,1914-01-01,1957-05-27,1957-11-26,43.4,1,1.9
Istanbulspor,İstanbulspor,Cihat Arman,32056,Türkiye,1915-07-16,1956-06-07,1957-04-26,40.9,3,6.6
Istanbulspor,İstanbulspor,Sabri Kiraz,31712,Türkiye,1920-06-24,1954-07-01,1956-06-05,34.0,0,0.0
Istanbulspor,İstanbulspor,Ali Mortaş,112580,Türkiye,,1948-10-05,1949-04-18,,0,0.0
Istanbulspor,İstanbulspor,James McCrae,25513,Scotland,1894-09-02,1941-01-01,1942-06-30,46.3,1,7.0
Karabukspor,Kardemir Karabükspor,Nizamettin Set,101587,Türkiye,1966-01-19,2022-02-25,2022-06-30,56.1,2,4.2
Karabukspor,Kardemir Karabükspor,Kerim Tasçı,99371,Türkiye,1971-02-07,2021-12-09,2022-02-25,50.8,3,2.2
Karabukspor,Kardemir Karabükspor,Erol Kaplan,96513,Türkiye,1974-04-22,2021-09-23,2021-12-06,47.4,1,1.7
Karabukspor,Kardemir Karabükspor,Atilla Türköz,96494,Türkiye,1958-07-27,2021-09-01,2021-09-21,63.1,1,15.7
Karabukspor,Kardemir Karabükspor,Ersin Büyüktepe,88920,Türkiye,1985-02-15,2021-01-25,2021-06-30,35.9,0,
Karabukspor,Kardemir Karabükspor,Metin Karagülle,18120,Türkiye,1971-04-15,2020-11-19,2021-01-07,49.6,0,
Karabukspor,Kardemir Karabükspor,Mete Kahraman,74367,Türkiye,1967-11-22,2020-09-12,2020-10-26,52.8,5,11.0
Karabukspor,Kardemir Karabükspor,Ali Kemal Yılmaz,31310,Türkiye,1977-07-03,2019-11-04,2020-08-03,42.3,0,
Karabukspor,Kardemir Karabükspor,Ali Sunar,73980,Türkiye,1953-01-01,2019-10-08,2019-11-07,66.8,4,10.1
Karabukspor,Kardemir Karabükspor,İsmail Demirci,54777,Türkiye,1968-11-27,2019-08-23,2019-10-08,50.7,10,16.8
Karabukspor,Kardemir Karabükspor,İlhan Özer,36771,Türkiye,1966-11-25,2019-03-15,2019-06-30,52.3,9,16.5
Karabukspor,Kardemir Karabükspor,Taner Öcal,26639,Türkiye,1962-03-26,2018-11-20,2019-03-15,56.7,10,22.7
Karabukspor,Kardemir Karabükspor,Levent Açıkgöz,30941,Türkiye,1971-01-04,2018-09-11,2018-11-16,47.7,5,8.2
Karabukspor,Kardemir Karabükspor,Fikret Yılmaz,19581,Türkiye,1957-08-01,2018-07-01,2018-09-05,60.9,5,9.4
Karabukspor,Kardemir Karabükspor,Ünal Karaman,4776,Türkiye,1966-06-29,2018-03-22,2018-06-30,51.7,13,17.6
Karabukspor,Kardemir Karabükspor,Levent Açıkgöz,30941,Türkiye,1971-01-04,2017-12-15,2018-03-21,46.9,2,7.4
Karabukspor,Kardemir Karabükspor,Tony Popovic,20038,Australia,1973-07-04,2017-10-09,2017-12-15,44.3,0,
Karabukspor,Kardemir Karabükspor,Erkan Sözeri,19095,Türkiye,1966-05-19,2017-07-01,2017-09-25,51.1,0,
Karabukspor,Kardemir Karabükspor,Zoran Barisic,3773,Austria,1970-05-22,2017-02-17,2017-06-05,46.7,5,10.5
Karabukspor,Kardemir Karabükspor,Igor Tudor,28632,Croatia,1978-04-16,2016-07-01,2017-02-14,38.2,0,
Karabukspor,Kardemir Karabükspor,Yücel İldiz,5204,Türkiye,1953-06-04,2015-12-30,2016-06-30,62.6,18,25.5
Karabukspor,Kardemir Karabükspor,Elvir Baljic,12928,Bosnia-Herzegovina,1974-07-08,2015-10-07,2015-12-21,41.2,1,5.7
Karabukspor,Kardemir Karabükspor,Hüseyin Kalpar,12053,Türkiye,1955-02-25,2015-07-01,2015-09-30,60.3,19,21.0
Karabukspor,Kardemir Karabükspor,Yılmaz Vural,810,Türkiye,1953-01-01,2015-02-24,2015-06-30,62.1,0,
Karabukspor,Kardemir Karabükspor,Tolunay Kafkas,5006,Türkiye,1968-03-31,2013-07-08,2015-02-23,45.3,4,6.0
Karabukspor,Kardemir Karabükspor,Mesut Bakkal,784,Türkiye,1964-03-19,2012-11-06,2013-05-06,48.6,0,
Karabukspor,Kardemir Karabükspor,Michael Skibbe,681,Germany,1965-08-04,2012-06-20,2012-11-05,46.9,0,
Karabukspor,Kardemir Karabükspor,Bülent Korkmaz,4176,Türkiye,1968-11-24,2011-11-16,2012-06-30,43.0,6,6.2
Karabukspor,Kardemir Karabükspor,Yücel İldiz,5204,Türkiye,1953-06-04,2009-06-18,2011-11-16,56.0,14,19.0
Karabukspor,Kardemir Karabükspor,Hüsnü Özkara,2022,Türkiye,1955-01-25,2008-10-10,2009-06-30,53.7,19,18.3
Karabukspor,Kardemir Karabükspor,Turgut Uçar,2821,Türkiye,1964-03-10,2008-07-01,2008-10-06,44.3,9,8.6
Karabukspor,Kardemir Karabükspor,Mustafa Çapanoğlu,8010,Türkiye,1956-01-01,2007-07-05,2008-06-30,51.5,14,14.9
Karabukspor,Kardemir Karabükspor,Erdoğan Yılmaz,13268,Türkiye,,2006-11-23,2007-06-25,,0,
Karabukspor,Kardemir Karabükspor,Ali Güneş,16987,Türkiye,1961-07-15,2005-11-24,2005-12-16,44.4,7,10.1
Karabukspor,Kardemir Karabükspor,İlyas Tüfekçi,10372,Türkiye,1960-02-03,2005-04-05,2005-11-24,45.2,15,11.2
Karabukspor,Kardemir Karabükspor,Mehmet Kaya,13271,Türkiye,1949-01-02,2004-12-09,2005-04-04,55.9,13,12.4
Karabukspor,Kardemir Karabükspor,Celal Kıprızlı,19319,Türkiye,1950-04-28,2003-12-29,2004-05-24,53.7,9,16.0
Karabukspor,Kardemir Karabükspor,Semih Tokatlı,34347,Türkiye,1959-06-27,2003-07-12,2003-12-22,44.0,6,12.1
Karabukspor,Kardemir Karabükspor,Fatih Eser,70017,Türkiye,1957-08-18,2003-03-04,2003-06-30,45.5,13,12.6
Karabukspor,Kardemir Karabükspor,Cüneyt Memişoğlu,91281,Türkiye,1952-06-16,2002-02-01,2003-02-26,49.6,13,14.6
Karabukspor,Kardemir Karabükspor,Hasan Vezir,19289,Türkiye,1962-09-07,2001-01-31,2002-01-28,38.4,0,0.2
Karabukspor,Kardemir Karabükspor,İsmail Kartal,6366,Türkiye,1961-06-15,2000-11-16,2001-01-31,39.4,2,4.3
Karabukspor,Kardemir Karabükspor,Neshet Zhaveli,74259,Kosovo,1955-04-20,2000-09-01,2000-10-18,45.4,3,4.1
Karabukspor,Kardemir Karabükspor,Hüseyin Özcan,27072,Türkiye,1966-01-04,2000-08-31,2000-09-01,34.7,1,0.9
Karabukspor,Kardemir Karabükspor,Ali Kemal Denizci,61063,Türkiye,1950-03-01,2000-04-20,2000-08-31,50.1,14,12.4
Karabukspor,Kardemir Karabükspor,Ergun Kantarcı,35026,Türkiye,1946-11-01,1999-06-10,2000-04-18,52.6,16,19.9
Karabukspor,Kardemir Karabükspor,Neshet Zhaveli,74259,Kosovo,1955-04-20,1999-03-22,1999-06-30,43.9,0,2.7
Karabukspor,Kardemir Karabükspor,Cihat Erbil,64743,Türkiye,1946-06-01,1999-01-25,1999-03-22,52.7,20,17.6
Karabukspor,Kardemir Karabükspor,Orhan Yahya Yüce,73525,Türkiye,1950-11-29,1998-09-24,1999-01-25,47.8,11,15.1
Karabukspor,Kardemir Karabükspor,Ahmet Akcan,4708,Türkiye,1958-02-17,1998-06-01,1998-09-21,40.3,10,13.9
Karabukspor,Kardemir Karabükspor,Nenad Bijedic,2609,Bosnia-Herzegovina,1959-09-24,1997-07-01,1998-06-30,37.8,1,2.8
Karabukspor,Kardemir Karabükspor,Giray Bulak,788,Türkiye,1958-03-09,1996-10-31,1997-06-30,38.6,3,6.1
Karabukspor,Kardemir Karabükspor,Zeynel Soyuer,10483,Türkiye,1939-12-15,1996-06-03,1996-10-29,56.5,22,23.9
Karabukspor,Kardemir Karabükspor,Orhan Yahya Yüce,73525,Türkiye,1950-11-29,1995-07-01,1996-06-30,44.6,6,11.9
Karabukspor,Kardemir Karabükspor,İsa Ertürk,85275,Türkiye,1955-07-17,1995-01-02,1995-06-30,39.5,7,4.5
Karabukspor,Kardemir Karabükspor,Mehmet Akif Başaran,5196,Türkiye,1956-02-15,1994-07-01,1994-10-20,38.4,10,7.0
Karabukspor,Kardemir Karabükspor,İlyas Tüfekçi,10372,Türkiye,1960-02-03,1994-01-17,1994-06-30,34.0,0,0.0
Karabukspor,Kardemir Karabükspor,Yüksel Aşkun,63640,Türkiye,1941-03-12,1993-12-06,1994-01-13,52.7,6,20.9
Karabukspor,Kardemir Karabükspor,Ali Kemal Denizci,61063,Türkiye,1950-03-01,1992-07-01,1993-12-02,42.3,5,4.6
Karabukspor,Kardemir Karabükspor,Özhan Maraton,87434,Türkiye,1942-01-10,1992-01-07,1992-06-30,50.0,4,9.5
Karabukspor,Kardemir Karabükspor,Mehmet Başaygün,60781,Türkiye,1940-07-05,1991-07-01,1992-01-07,51.0,8,16.0
Karabukspor,Kardemir Karabükspor,Özhan Maraton,87434,Türkiye,1942-01-10,1989-03-20,1991-06-30,47.2,3,6.7
Karabukspor,Kardemir Karabükspor,Mehmet Babalık,60122,Türkiye,1934-01-01,1986-07-01,1987-06-30,52.5,6,13.0
Karabukspor,Kardemir Karabükspor,Özhan Maraton,87434,Türkiye,1942-01-10,1986-03-23,1986-06-30,44.2,2,3.7
Karabukspor,Kardemir Karabükspor,Ergun Kantarcı,35026,Türkiye,1946-11-01,1984-07-01,1985-10-07,37.7,2,5.0
Karabukspor,Kardemir Karabükspor,Yüksel Aşkun,63640,Türkiye,1941-03-12,1983-04-15,1984-09-24,42.1,4,10.3
Karabukspor,Kardemir Karabükspor,Özhan Maraton,87434,Türkiye,1942-01-10,1982-07-01,1982-10-18,40.5,0,0.0
Karabukspor,Kardemir Karabükspor,Yüksel Aşkun,63640,Türkiye,1941-03-12,1979-07-01,1981-12-28,38.3,3,6.5
Karabukspor,Kardemir Karabükspor,Yüksel Aşkun,63640,Türkiye,1941-03-12,1974-11-05,1975-03-17,33.7,1,1.8
Karabukspor,Kardemir Karabükspor,Yüksel Aşkun,63640,Türkiye,1941-03-12,1973-01-01,1973-06-30,31.8,0,0.0
Karagumruk,Fatih Karagümrük,Aleksandar Stanojevic,4183,Serbia,1973-10-28,2026-01-01,,52.2,0,
Karagumruk,Fatih Karagümrük,Onur Can Korkmaz,138254,Türkiye,1991-07-17,2025-10-31,2025-12-23,34.3,0,
Karagumruk,Fatih Karagümrük,Marcel Lička,46373,Czech Republic,1977-07-17,2025-07-01,2025-10-31,48.0,0,
Karagumruk,Fatih Karagümrük,Onur Can Korkmaz,138254,Türkiye,1991-07-17,2025-04-22,2025-06-30,33.8,0,
Karagumruk,Fatih Karagümrük,Orhan Ak,62361,Türkiye,1979-09-29,2025-01-17,2025-04-19,45.3,0,
Karagumruk,Fatih Karagümrük,Onur Can Korkmaz,138254,Türkiye,1991-07-17,2025-01-07,2025-01-16,33.5,0,
Karagumruk,Fatih Karagümrük,David Sassarini,41611,Italy,1972-07-19,2024-11-05,2025-01-06,52.3,19,27.3
Karagumruk,Fatih Karagümrük,Şenol Can,73765,Türkiye,1983-04-03,2024-07-01,2024-11-04,41.2,0,
Karagumruk,Fatih Karagümrük,Tolunay Kafkas,5006,Türkiye,1968-03-31,2024-03-13,2024-06-30,56.0,11,16.7
Karagumruk,Fatih Karagümrük,Shota Arveladze,7849,Georgia,1973-02-22,2023-12-11,2024-03-10,50.8,0,
Karagumruk,Fatih Karagümrük,Alparslan Erdem,105285,Türkiye,1988-12-11,2023-07-15,2023-12-11,34.6,0,
Karagumruk,Fatih Karagümrük,Alparslan Erdem,105285,Türkiye,1988-12-11,2023-05-24,2023-07-15,34.4,0,
Karagumruk,Fatih Karagümrük,Andrea Pirlo,62049,Italy,1979-05-19,2022-07-01,2023-05-24,43.1,0,
Karagumruk,Fatih Karagümrük,Volkan Demirel,72485,Türkiye,1981-10-27,2021-12-17,2022-06-30,40.1,0,
Karagumruk,Fatih Karagümrük,Francesco Farioli,73923,Italy,1989-04-10,2021-03-22,2021-12-16,31.9,0,
Karagumruk,Fatih Karagümrük,Şenol Can,73765,Türkiye,1983-04-03,2020-07-02,2021-03-15,37.2,0,
Karagumruk,Fatih Karagümrük,Ömer Erdoğan,41081,Türkiye,1977-05-03,2020-01-17,2020-06-25,42.7,5,6.5
Karagumruk,Fatih Karagümrük,Giray Bulak,788,Türkiye,1958-03-09,2019-11-27,2019-12-28,61.7,24,29.2
Karagumruk,Fatih Karagümrük,Erkan Zengin,73764,Sweden,1985-08-05,2019-10-16,2019-11-04,34.2,0,
Karagumruk,Fatih Karagümrük,Cüneyt Dumlupınar,38778,Türkiye,1980-08-10,2019-03-21,2019-10-08,38.6,12,14.6
Karagumruk,Fatih Karagümrük,Bülent Yenihayat,49296,Türkiye,1975-09-21,2018-12-29,2019-02-25,43.3,0,
Karagumruk,Fatih Karagümrük,Cüneyt Dumlupınar,38778,Türkiye,1980-08-10,2018-10-05,2019-01-18,38.2,11,14.1
Karagumruk,Fatih Karagümrük,Yusuf Şimşek,19920,Türkiye,1975-07-20,2018-08-13,2018-10-01,43.1,0,
Karagumruk,Fatih Karagümrük,Oktay Derelioğlu,56962,Türkiye,1975-12-17,2018-07-05,2018-07-30,42.5,2,0.7
Karagumruk,Fatih Karagümrük,Bülent Yenihayat,49296,Türkiye,1975-09-21,2017-10-24,2018-06-30,42.1,0,
Karagumruk,Fatih Karagümrük,Ferruh Özgün,10364,Türkiye,1966-09-17,2017-08-19,2017-10-23,50.9,12,14.1
Karagumruk,Fatih Karagümrük,Ercümend Coşkundere,8269,Türkiye,1963-09-10,2016-12-27,2017-06-30,53.3,0,
Karagumruk,Fatih Karagümrük,Bülent Yenihayat,49296,Türkiye,1975-09-21,2016-07-01,2016-12-29,40.8,0,
Karagumruk,Fatih Karagümrük,Ercümend Coşkundere,8269,Türkiye,1963-09-10,2015-10-15,2016-06-30,52.1,0,
Karagumruk,Fatih Karagümrük,Ferruh Özgün,10364,Türkiye,1966-09-17,2014-11-14,2015-10-12,48.2,9,11.3
Karagumruk,Fatih Karagümrük,Nihat Balan,17964,Türkiye,1966-01-30,2014-07-08,2014-11-07,48.4,11,15.9
Karagumruk,Fatih Karagümrük,Tamer Avcı,31714,Türkiye,1963-08-07,2013-08-14,2013-09-30,50.0,7,12.7
Karagumruk,Fatih Karagümrük,Ercümend Coşkundere,8269,Türkiye,1963-09-10,2012-09-07,2014-06-30,49.0,0,
Karagumruk,Fatih Karagümrük,Şirin Berber,114447,Türkiye,1960-03-02,2010-12-10,2011-06-30,50.8,0,0.0
Karagumruk,Fatih Karagümrük,Timuçin Çuğ,136113,Türkiye,1951-09-14,2010-11-25,2010-12-10,59.2,21,23.4
Karagumruk,Fatih Karagümrük,Gökhan Baladin,103124,Türkiye,1966-06-22,2010-10-07,2010-11-25,44.3,2,3.1
Karagumruk,Fatih Karagümrük,Eser Pullu,118673,Türkiye,1963-07-26,2009-09-11,2009-12-31,46.1,6,8.0
Karagumruk,Fatih Karagümrük,Sedat Özbağ,20902,Türkiye,1954-02-16,2009-04-30,2009-06-30,55.2,14,18.7
Karagumruk,Fatih Karagümrük,Hayati Palancı,9589,Türkiye,1967-10-27,2009-02-19,2009-03-13,41.3,7,7.2
Karagumruk,Fatih Karagümrük,Hayati Palancı,9589,Türkiye,1967-10-27,2008-10-03,2008-12-29,40.9,6,6.8
Karagumruk,Fatih Karagümrük,Önder Karaveli,38319,Türkiye,1974-03-26,2008-09-05,2008-09-29,34.4,6,8.2
Karagumruk,Fatih Karagümrük,Mustafa Serin,17969,Türkiye,1955-10-24,2008-02-11,2008-03-18,52.3,17,13.5
Karagumruk,Fatih Karagümrük,Eser Pullu,118673,Türkiye,1963-07-26,2007-07-30,2007-09-04,44.0,5,5.9
Karagumruk,Fatih Karagümrük,Hayati Palancı,9589,Türkiye,1967-10-27,2006-11-17,2007-11-29,39.1,5,4.9
Karagumruk,Fatih Karagümrük,Fahrettin Sayhan,26663,Türkiye,1969-08-01,2006-10-11,2006-11-17,37.2,0,
Karagumruk,Fatih Karagümrük,Osman Gökhan,8013,Türkiye,1963-10-07,2006-09-21,2006-10-06,43.0,5,7.1
Karagumruk,Fatih Karagümrük,Göksel Özdemir,42661,Türkiye,1963-01-03,2006-08-03,2006-09-21,43.6,4,5.8
Karagumruk,Fatih Karagümrük,İsmail Ertekin,17012,Türkiye,1959-01-01,2006-01-17,2006-06-30,47.0,9,12.4
Karagumruk,Fatih Karagümrük,Mustafa Serin,17969,Türkiye,1955-10-24,2005-08-10,2005-12-23,49.8,13,11.0
Karagumruk,Fatih Karagümrük,Alp Pehlivan,148582,Türkiye,1966-06-07,2005-03-08,2005-05-12,38.8,0,1.5
Karagumruk,Fatih Karagümrük,Kenan Gönen,31250,Türkiye,1959-09-24,2004-12-03,2005-03-08,45.2,11,12.2
Karagumruk,Fatih Karagümrük,Alp Pehlivan,148582,Türkiye,1966-06-07,2003-08-29,2005-05-12,37.2,0,0.0
Karagumruk,Fatih Karagümrük,Armağan Turhan,20968,Türkiye,,2003-08-22,2004-11-29,,0,
Karagumruk,Fatih Karagümrük,Mustafa Serin,17969,Türkiye,1955-10-24,2003-01-25,2003-06-30,47.3,10,8.5
Karagumruk,Fatih Karagümrük,Abdülkerim Durmaz,19093,Türkiye,1960-09-13,2001-10-09,2003-01-27,41.1,3,5.1
Karagumruk,Fatih Karagümrük,Fatih Uraz,136143,Türkiye,1960-12-30,2001-07-06,2001-10-05,40.5,5,7.0
Karagumruk,Fatih Karagümrük,Tekin Yolaç,124353,Türkiye,1935-01-13,2001-01-24,2001-06-30,66.0,26,31.6
Karagumruk,Fatih Karagümrük,Fikri Beşiroğlu,124343,Türkiye,1943-12-20,1997-01-31,1997-06-30,53.1,8,15.6
Karagumruk,Fatih Karagümrük,Abdülkerim Durmaz,19093,Türkiye,1960-09-13,1996-08-28,1997-01-31,36.0,0,0.0
Karagumruk,Fatih Karagümrük,Tuncay Soyak,31494,Türkiye,,1995-08-25,1995-11-10,,0,
Karagumruk,Fatih Karagümrük,Fikri Beşiroğlu,124343,Türkiye,1943-12-20,1994-11-10,1995-06-30,50.9,7,13.4
Karagumruk,Fatih Karagümrük,Ercüment Dinçmen,154441,Türkiye,1954-03-15,1991-11-12,1992-06-30,37.7,1,1.8
Karagumruk,Fatih Karagümrük,Armağan Turhan,20968,Türkiye,,1991-07-31,1991-10-15,,0,
Karagumruk,Fatih Karagümrük,Fikri Beşiroğlu,124343,Türkiye,1943-12-20,1990-08-13,1991-06-30,46.6,5,9.1
Karagumruk,Fatih Karagümrük,Ercüment Dinçmen,154441,Türkiye,1954-03-15,1990-02-01,1990-06-30,35.9,0,0.0
Karagumruk,Fatih Karagümrük,Kamuran Yavuz,62729,Türkiye,1947-12-30,1989-07-22,1990-01-10,41.6,2,1.1
Karagumruk,Fatih Karagümrük,Şükrü Ersoy,90259,Türkiye,1931-01-14,1987-11-15,1989-03-27,56.8,13,20.6
Karagumruk,Fatih Karagümrük,Fikri Beşiroğlu,124343,Türkiye,1943-12-20,1984-07-01,1987-06-30,40.5,3,3.0
Karagumruk,Fatih Karagümrük,Metin Türel,10484,Türkiye,1937-09-13,1983-11-01,1984-06-30,46.1,6,14.7
Karagumruk,Fatih Karagümrük,Ilie Datcu,108768,Romania,1937-07-20,1982-07-01,1983-10-28,44.9,4,6.0
Karagumruk,Fatih Karagümrük,Şükrü Ersoy,90259,Türkiye,1931-01-14,1981-10-19,1982-04-23,50.8,9,14.6
Karagumruk,Fatih Karagümrük,Selahattin Torkal,131834,Türkiye,1924-11-15,1980-07-20,1981-06-30,55.7,15,18.0
Karagumruk,Fatih Karagümrük,Ziya Taner,72921,Türkiye,1924-04-03,1979-07-01,1980-06-30,55.2,13,21.0
Karagumruk,Fatih Karagümrük,Bülent Giz,136972,Türkiye,,1975-07-01,1976-06-30,,9,16.6
Karagumruk,Fatih Karagümrük,Salim Çavunt,117114,Türkiye,1926-12-05,1972-07-01,1973-12-20,45.6,6,12.0
Karagumruk,Fatih Karagümrük,Salim Çavunt,117114,Türkiye,1926-12-05,1969-07-01,1970-06-30,42.6,4,9.0
Karagumruk,Fatih Karagümrük,Salim Çavunt,117114,Türkiye,1926-12-05,1966-07-01,1967-07-24,39.6,2,6.0
Karagumruk,Fatih Karagümrük,Selahattin Torkal,131834,Türkiye,1924-11-15,1962-12-01,1963-06-30,38.0,1,0.4
Karagumruk,Fatih Karagümrük,Naci Özkaya,113698,Türkiye,1922-07-01,1962-11-04,1962-12-07,40.3,4,9.1
Karagumruk,Fatih Karagümrük,Recep Adanır,110880,Türkiye,1929-05-03,1962-07-25,1962-11-08,33.2,1,2.7
Karagumruk,Fatih Karagümrük,Bülent Eken,32874,Türkiye,1923-10-26,1961-07-01,1962-07-08,37.7,4,6.0
Karagumruk,Fatih Karagümrük,Cahit Candan,137267,Türkiye,,1961-04-18,1961-08-01,,0,0.0
Karagumruk,Fatih Karagümrük,Niyazi Civelek,137268,Türkiye,,1961-04-06,1961-04-18,,1,4.8
Karagumruk,Fatih Karagümrük,Halil Özyazıcı,108945,Türkiye,1923-01-01,1960-08-10,1961-04-06,37.6,5,6.1
